,holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,date_time,traffic_volume,year,month,hour,hour_sin,hour_cos,weather_main_Clouds,weather_main_Drizzle,weather_main_Fog,weather_main_Haze,weather_main_Mist,weather_main_Rain,weather_main_Smoke,weather_main_Snow,weather_main_Squall,weather_main_Thunderstorm
20385,,-3.0399999999999636,0.0,0.0,90,overcast clouds,2016-01-03 07:00:00,1347,2016,1,7,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False
20386,,-3.0299999999999727,0.0,0.0,75,broken clouds,2016-01-03 09:00:00,2484,2016,1,9,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False
20387,,-2.4699999999999704,0.0,0.0,90,overcast clouds,2016-01-03 11:00:00,3286,2016,1,11,0.258819045102521,-0.9659258262890682,True,False,False,False,False,False,False,False,False,False
20388,,-2.1899999999999977,0.0,0.0,90,overcast clouds,2016-01-03 12:00:00,3755,2016,1,12,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False
20389,,-2.169999999999959,0.0,0.0,90,overcast clouds,2016-01-03 14:00:00,4369,2016,1,14,-0.4999999999999998,-0.8660254037844388,True,False,False,False,False,False,False,False,False,False
20390,,-2.0299999999999727,0.0,0.0,90,overcast clouds,2016-01-03 16:00:00,4052,2016,1,16,-0.8660254037844384,-0.5000000000000004,True,False,False,False,False,False,False,False,False,False
20391,,-2.9399999999999977,0.0,0.0,1,sky is clear,2016-01-03 18:00:00,3278,2016,1,18,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False
20392,,-4.5,0.0,0.0,1,sky is clear,2016-01-03 20:00:00,1813,2016,1,20,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False
20393,,-5.849999999999966,0.0,0.0,1,sky is clear,2016-01-03 22:00:00,1415,2016,1,22,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False
20394,,-7.789999999999964,0.0,0.0,1,sky is clear,2016-01-04 00:00:00,476,2016,1,0,0.0,1.0,False,False,False,False,False,False,False,False,False,False
20395,,-9.639999999999986,0.0,0.0,1,sky is clear,2016-01-04 02:00:00,270,2016,1,2,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False
20396,,-11.509999999999991,0.0,0.0,1,mist,2016-01-04 03:00:00,410,2016,1,3,0.7071067811865475,0.7071067811865476,False,False,False,False,True,False,False,False,False,False
20397,,-12.609999999999957,0.0,0.0,1,mist,2016-01-04 05:00:00,2672,2016,1,5,0.9659258262890683,0.25881904510252074,False,False,False,False,True,False,False,False,False,False
20398,,-13.239999999999952,0.0,0.0,1,mist,2016-01-04 06:00:00,5532,2016,1,6,1.0,6.123233995736766e-17,False,False,False,False,True,False,False,False,False,False
20399,,-13.899999999999977,0.0,0.0,90,mist,2016-01-04 07:00:00,6234,2016,1,7,0.9659258262890683,-0.25881904510252063,False,False,False,False,True,False,False,False,False,False
20400,,-13.899999999999977,0.0,0.0,90,fog,2016-01-04 07:00:00,6234,2016,1,7,0.9659258262890683,-0.25881904510252063,False,False,True,False,False,False,False,False,False,False
20401,,-14.21999999999997,0.0,0.0,1,fog,2016-01-04 08:00:00,5670,2016,1,8,0.8660254037844387,-0.49999999999999983,False,False,True,False,False,False,False,False,False,False
20402,,-14.21999999999997,0.0,0.0,1,mist,2016-01-04 08:00:00,5670,2016,1,8,0.8660254037844387,-0.49999999999999983,False,False,False,False,True,False,False,False,False,False
20403,,-11.919999999999959,0.0,0.0,75,fog,2016-01-04 09:00:00,4637,2016,1,9,0.7071067811865476,-0.7071067811865475,False,False,True,False,False,False,False,False,False,False
20404,,-11.919999999999959,0.0,0.0,75,mist,2016-01-04 09:00:00,4637,2016,1,9,0.7071067811865476,-0.7071067811865475,False,False,False,False,True,False,False,False,False,False
20405,,-11.919999999999959,0.0,0.0,75,light snow,2016-01-04 09:00:00,4637,2016,1,9,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,True,False,False
20406,,-9.909999999999968,0.0,0.0,1,mist,2016-01-04 10:00:00,4057,2016,1,10,0.49999999999999994,-0.8660254037844387,False,False,False,False,True,False,False,False,False,False
20407,,-9.909999999999968,0.0,0.0,1,light snow,2016-01-04 10:00:00,4057,2016,1,10,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,True,False,False
20408,,-7.269999999999982,0.0,0.0,1,sky is clear,2016-01-04 11:00:00,4235,2016,1,11,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False
20409,,-4.7099999999999795,0.0,0.0,1,sky is clear,2016-01-04 13:00:00,4667,2016,1,13,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False
20410,,-4.46999999999997,0.0,0.0,1,sky is clear,2016-01-04 15:00:00,5618,2016,1,15,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False
20411,,-6.009999999999991,0.0,0.0,90,overcast clouds,2016-01-04 17:00:00,6053,2016,1,17,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False
20412,,-7.409999999999968,0.0,0.0,5,sky is clear,2016-01-04 19:00:00,2834,2016,1,19,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,False,False,False
20413,,-7.21999999999997,0.0,0.0,90,mist,2016-01-04 21:00:00,1902,2016,1,21,-0.7071067811865477,0.7071067811865474,False,False,False,False,True,False,False,False,False,False
20414,,-6.889999999999986,0.0,0.0,90,overcast clouds,2016-01-04 22:00:00,1389,2016,1,22,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False,False,False,False,False
20415,,-6.939999999999998,0.0,0.0,90,overcast clouds,2016-01-05 00:00:00,489,2016,1,0,0.0,1.0,True,False,False,False,False,False,False,False,False,False
20416,,-6.489999999999952,0.0,0.0,90,overcast clouds,2016-01-05 01:00:00,351,2016,1,1,0.25881904510252074,0.9659258262890683,True,False,False,False,False,False,False,False,False,False
20417,,-6.279999999999973,0.0,0.0,90,overcast clouds,2016-01-05 03:00:00,309,2016,1,3,0.7071067811865475,0.7071067811865476,True,False,False,False,False,False,False,False,False,False
20418,,-4.71999999999997,0.0,0.0,90,overcast clouds,2016-01-05 05:00:00,2692,2016,1,5,0.9659258262890683,0.25881904510252074,True,False,False,False,False,False,False,False,False,False
20419,,-5.039999999999964,0.0,0.0,40,scattered clouds,2016-01-05 06:00:00,5734,2016,1,6,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,False,False,False
20420,,-5.289999999999964,0.0,0.0,40,scattered clouds,2016-01-05 07:00:00,6525,2016,1,7,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False
20421,,-5.539999999999964,0.0,0.0,1,sky is clear,2016-01-05 08:00:00,5762,2016,1,8,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,False,False,False,False,False
20422,,-4.859999999999957,0.0,0.0,1,sky is clear,2016-01-05 09:00:00,4836,2016,1,9,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False
20423,,-3.6399999999999864,0.0,0.0,75,broken clouds,2016-01-05 10:00:00,4166,2016,1,10,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False,False,False,False,False
20424,,-1.8700000000000045,0.0,0.0,1,sky is clear,2016-01-05 12:00:00,4671,2016,1,12,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False
20425,,-1.3199999999999932,0.0,0.0,40,scattered clouds,2016-01-05 13:00:00,4708,2016,1,13,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,False,False,False,False,False
20426,,-1.25,0.0,0.0,1,sky is clear,2016-01-05 14:00:00,5188,2016,1,14,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False
20427,,-1.6299999999999955,0.0,0.0,1,sky is clear,2016-01-05 16:00:00,6487,2016,1,16,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False
20428,,-2.9699999999999704,0.0,0.0,1,sky is clear,2016-01-05 18:00:00,4306,2016,1,18,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False
20429,,-3.8700000000000045,0.0,0.0,90,overcast clouds,2016-01-05 20:00:00,2492,2016,1,20,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False
20430,,-3.5600000000000023,0.0,0.0,90,overcast clouds,2016-01-05 22:00:00,1432,2016,1,22,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False,False,False,False,False
20431,,-2.909999999999968,0.0,0.0,90,overcast clouds,2016-01-05 23:00:00,972,2016,1,23,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,False,False,False,False,False
20432,,-2.4499999999999886,0.0,0.0,90,overcast clouds,2016-01-06 00:00:00,757,2016,1,0,0.0,1.0,True,False,False,False,False,False,False,False,False,False
20433,,-2.42999999999995,0.0,0.0,90,overcast clouds,2016-01-06 01:00:00,555,2016,1,1,0.25881904510252074,0.9659258262890683,True,False,False,False,False,False,False,False,False,False
20434,,-2.2999999999999545,0.0,0.0,90,overcast clouds,2016-01-06 02:00:00,426,2016,1,2,0.49999999999999994,0.8660254037844387,True,False,False,False,False,False,False,False,False,False
20435,,-2.5600000000000023,0.0,0.0,90,overcast clouds,2016-01-06 03:00:00,475,2016,1,3,0.7071067811865475,0.7071067811865476,True,False,False,False,False,False,False,False,False,False
20436,,-3.3100000000000023,0.0,0.0,1,sky is clear,2016-01-06 04:00:00,1007,2016,1,4,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False
20437,,-3.849999999999966,0.0,0.0,1,sky is clear,2016-01-06 05:00:00,2772,2016,1,5,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False
20438,,-3.6200000000000045,0.0,0.0,1,sky is clear,2016-01-06 06:00:00,5765,2016,1,6,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False
20439,,-3.509999999999991,0.0,0.0,1,sky is clear,2016-01-06 07:00:00,6716,2016,1,7,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False
20440,,-3.3100000000000023,0.0,0.0,1,sky is clear,2016-01-06 09:00:00,5104,2016,1,9,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False
20441,,-1.4899999999999523,0.0,0.0,1,sky is clear,2016-01-06 11:00:00,4568,2016,1,11,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False
20442,,-0.589999999999975,0.0,0.0,90,overcast clouds,2016-01-06 12:00:00,4699,2016,1,12,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False
20443,,0.05000000000001137,0.25,0.0,90,light rain,2016-01-06 13:00:00,4889,2016,1,13,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,True,False,False,False,False
20444,,0.26000000000004775,0.0,0.0,90,overcast clouds,2016-01-06 15:00:00,5623,2016,1,15,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False
20445,,0.11000000000001364,0.0,0.0,90,haze,2016-01-06 17:00:00,6071,2016,1,17,-0.9659258262890683,-0.25881904510252063,False,False,False,True,False,False,False,False,False,False
20446,,0.11000000000001364,0.0,0.0,90,light snow,2016-01-06 17:00:00,6071,2016,1,17,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,True,False,False
20447,,-0.5,0.0,0.0,90,light snow,2016-01-06 19:00:00,2815,2016,1,19,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,True,False,False
20448,,-0.5,0.0,0.0,90,mist,2016-01-06 19:00:00,2815,2016,1,19,-0.9659258262890684,0.2588190451025203,False,False,False,False,True,False,False,False,False,False
20449,,-0.67999999999995,0.0,0.25,90,light snow,2016-01-06 21:00:00,2077,2016,1,21,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,True,False,False
20450,,-0.67999999999995,0.0,0.25,90,mist,2016-01-06 21:00:00,2077,2016,1,21,-0.7071067811865477,0.7071067811865474,False,False,False,False,True,False,False,False,False,False
20451,,-0.7599999999999909,0.0,0.0,90,light snow,2016-01-06 23:00:00,926,2016,1,23,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,True,False,False
20452,,-0.7599999999999909,0.0,0.0,90,mist,2016-01-06 23:00:00,926,2016,1,23,-0.25881904510252157,0.9659258262890681,False,False,False,False,True,False,False,False,False,False
20453,,-0.7599999999999909,0.0,0.0,90,light rain,2016-01-06 23:00:00,926,2016,1,23,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,True,False,False,False,False
20454,,-0.6099999999999568,0.0,0.0,75,mist,2016-01-07 00:00:00,558,2016,1,0,0.0,1.0,False,False,False,False,True,False,False,False,False,False
20455,,-0.6099999999999568,0.0,0.0,75,light snow,2016-01-07 00:00:00,558,2016,1,0,0.0,1.0,False,False,False,False,False,False,False,True,False,False
20456,,-0.6599999999999682,0.0,0.0,75,mist,2016-01-07 01:00:00,323,2016,1,1,0.25881904510252074,0.9659258262890683,False,False,False,False,True,False,False,False,False,False
20457,,-0.6599999999999682,0.0,0.0,75,light snow,2016-01-07 01:00:00,323,2016,1,1,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,True,False,False
20458,,-0.6099999999999568,0.0,0.0,40,mist,2016-01-07 02:00:00,315,2016,1,2,0.49999999999999994,0.8660254037844387,False,False,False,False,True,False,False,False,False,False
20459,,-0.6099999999999568,0.0,0.0,40,light snow,2016-01-07 02:00:00,315,2016,1,2,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,True,False,False
20460,,-0.6599999999999682,0.0,0.0,90,mist,2016-01-07 03:00:00,524,2016,1,3,0.7071067811865475,0.7071067811865476,False,False,False,False,True,False,False,False,False,False
20461,,-0.6599999999999682,0.0,0.0,90,light snow,2016-01-07 03:00:00,524,2016,1,3,0.7071067811865475,0.7071067811865476,False,False,False,False,False,False,False,True,False,False
20462,,-0.6599999999999682,0.0,0.0,90,light snow,2016-01-07 04:00:00,1081,2016,1,4,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,True,False,False
20463,,-0.6599999999999682,0.0,0.0,90,mist,2016-01-07 04:00:00,1081,2016,1,4,0.8660254037844386,0.5000000000000001,False,False,False,False,True,False,False,False,False,False
20464,,-0.6099999999999568,0.0,0.0,90,mist,2016-01-07 05:00:00,2842,2016,1,5,0.9659258262890683,0.25881904510252074,False,False,False,False,True,False,False,False,False,False
20465,,-0.6099999999999568,0.0,0.0,90,light snow,2016-01-07 05:00:00,2842,2016,1,5,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,True,False,False
20466,,-0.5600000000000023,0.0,0.0,90,mist,2016-01-07 07:00:00,6270,2016,1,7,0.9659258262890683,-0.25881904510252063,False,False,False,False,True,False,False,False,False,False
20467,,-0.5600000000000023,0.0,0.0,90,light snow,2016-01-07 07:00:00,6270,2016,1,7,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,True,False,False
20468,,-0.46999999999997044,0.0,0.0,90,mist,2016-01-07 09:00:00,4839,2016,1,9,0.7071067811865476,-0.7071067811865475,False,False,False,False,True,False,False,False,False,False
20469,,-0.46999999999997044,0.0,0.0,90,light rain,2016-01-07 09:00:00,4839,2016,1,9,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,True,False,False,False,False
20470,,-0.46999999999997044,0.0,0.0,90,light snow,2016-01-07 09:00:00,4839,2016,1,9,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,True,False,False
20471,,0.20000000000004547,0.0,0.0,90,mist,2016-01-07 11:00:00,4517,2016,1,11,0.258819045102521,-0.9659258262890682,False,False,False,False,True,False,False,False,False,False
20472,,0.20000000000004547,0.0,0.0,90,light snow,2016-01-07 11:00:00,4517,2016,1,11,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,True,False,False
20473,,0.5900000000000318,0.0,0.06,90,light snow,2016-01-07 12:00:00,4879,2016,1,12,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,True,False,False
20474,,0.5900000000000318,0.0,0.06,90,mist,2016-01-07 12:00:00,4879,2016,1,12,1.2246467991473532e-16,-1.0,False,False,False,False,True,False,False,False,False,False
20475,,0.5900000000000318,0.0,0.0,90,mist,2016-01-07 13:00:00,4738,2016,1,13,-0.2588190451025208,-0.9659258262890683,False,False,False,False,True,False,False,False,False,False
20476,,0.5900000000000318,0.0,0.0,90,light snow,2016-01-07 13:00:00,4738,2016,1,13,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,True,False,False
20477,,0.6500000000000341,0.0,0.06,90,light snow,2016-01-07 15:00:00,5811,2016,1,15,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,True,False,False
20478,,0.6500000000000341,0.0,0.06,90,mist,2016-01-07 15:00:00,5811,2016,1,15,-0.7071067811865471,-0.7071067811865479,False,False,False,False,True,False,False,False,False,False
20479,,0.5900000000000318,0.0,0.13,90,light snow,2016-01-07 16:00:00,6438,2016,1,16,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,False,False,True,False,False
20480,,0.5900000000000318,0.0,0.13,90,mist,2016-01-07 16:00:00,6438,2016,1,16,-0.8660254037844384,-0.5000000000000004,False,False,False,False,True,False,False,False,False,False
20481,,0.5300000000000296,0.0,0.0,90,mist,2016-01-07 19:00:00,3099,2016,1,19,-0.9659258262890684,0.2588190451025203,False,False,False,False,True,False,False,False,False,False
20482,,0.5300000000000296,0.0,0.0,90,light snow,2016-01-07 19:00:00,3099,2016,1,19,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,True,False,False
20483,,0.3900000000000432,0.0,0.0,90,mist,2016-01-07 21:00:00,2910,2016,1,21,-0.7071067811865477,0.7071067811865474,False,False,False,False,True,False,False,False,False,False
20484,,0.37000000000000455,0.0,0.1,90,light snow,2016-01-07 23:00:00,1241,2016,1,23,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,True,False,False
20485,,0.37000000000000455,0.0,0.1,90,mist,2016-01-07 23:00:00,1241,2016,1,23,-0.25881904510252157,0.9659258262890681,False,False,False,False,True,False,False,False,False,False
20486,,0.20000000000004547,0.0,0.06,75,snow,2016-01-08 00:00:00,628,2016,1,0,0.0,1.0,False,False,False,False,False,False,False,True,False,False
20487,,0.20000000000004547,0.0,0.06,75,mist,2016-01-08 00:00:00,628,2016,1,0,0.0,1.0,False,False,False,False,True,False,False,False,False,False
20488,,0.20000000000004547,0.0,0.06,75,fog,2016-01-08 00:00:00,628,2016,1,0,0.0,1.0,False,False,True,False,False,False,False,False,False,False
20489,,0.20000000000004547,0.0,0.06,75,light rain,2016-01-08 00:00:00,628,2016,1,0,0.0,1.0,False,False,False,False,False,True,False,False,False,False
20490,,0.12999999999999545,0.0,0.17,90,light snow,2016-01-08 01:00:00,359,2016,1,1,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,True,False,False
20491,,0.12999999999999545,0.0,0.17,90,mist,2016-01-08 01:00:00,359,2016,1,1,0.25881904510252074,0.9659258262890683,False,False,False,False,True,False,False,False,False,False
20492,,0.12999999999999545,0.0,0.17,90,light rain,2016-01-08 01:00:00,359,2016,1,1,0.25881904510252074,0.9659258262890683,False,False,False,False,False,True,False,False,False,False
20493,,0.07000000000005002,0.0,0.08,90,light snow,2016-01-08 03:00:00,401,2016,1,3,0.7071067811865475,0.7071067811865476,False,False,False,False,False,False,False,True,False,False
20494,,0.07000000000005002,0.0,0.08,90,mist,2016-01-08 03:00:00,401,2016,1,3,0.7071067811865475,0.7071067811865476,False,False,False,False,True,False,False,False,False,False
20495,,-0.12999999999999545,0.0,0.0,90,light snow,2016-01-08 04:00:00,815,2016,1,4,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,True,False,False
20496,,-0.12999999999999545,0.0,0.0,90,mist,2016-01-08 04:00:00,815,2016,1,4,0.8660254037844386,0.5000000000000001,False,False,False,False,True,False,False,False,False,False
20497,,-0.06999999999999318,0.0,0.0,90,light snow,2016-01-08 05:00:00,2547,2016,1,5,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,True,False,False
